sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
21,F,68.35,Central,54.02,Central,Commerce,82.14,Comm&Mgmt,No,98,Mkt&HR,51.51,Placed,
177,F,84.98,Central,59.23,Central,Commerce,55.11,Comm&Mgmt,No,50,Mkt&Fin,57.33,Not Placed,202263
173,M,63.61,Central,51.17,Others,Commerce,58.75,Comm&Mgmt,No,96.13,Mkt&HR,60.07,Not Placed,249511
86,M,75.28,Others,57.47,Others,Science,82.39,Comm&Mgmt,No,50,Mkt&Fin,67.23,Placed,240300
1,M,80.58,Others,44.3,Others,Commerce,84.11,Comm&Mgmt,No,64.45,Mkt&HR,77.89,Not Placed,283239
154,M,84.25,Central,55.5,Others,Science,67.26,Comm&Mgmt,No,67.59,Mkt&Fin,55.23,Placed,274215
153,M,64.73,Others,93.01,Others,Arts,82.71,Comm&Mgmt,Yes,93.93,Mkt&Fin,51.23,Placed,270306
55,M,89.4,Others,58.18,Others,Commerce,81.79,Comm&Mgmt,No,81.44,Mkt&Fin,77.89,Placed,
22,M,89.4,Central,56.31,Others,Commerce,80.2,Sci&Tech,Yes,88.08,Mkt&Fin,51.21,Placed,276312
114,M,85.84,Central,50.97,Central,Commerce,91,Comm&Mgmt,Yes,69.66,Mkt&HR,62.56,Placed,255151
141,M,88.89,Others,43.44,Others,Commerce,78.78,Comm&Mgmt,No,50,Mkt&Fin,52.86,Not Placed,
211,F,88.42,Others,54.54,Others,Commerce,91,Comm&Mgmt,No,64.51,Mkt&Fin,65.53,Not Placed,200000
11,M,75.67,Others,37,Central,Commerce,60.04,Comm&Mgmt,No,83.26,Mkt&HR,61.42,Not Placed,200000
1,F,82.58,Others,48.03,Others,Science,82,Comm&Mgmt,No,50,Mkt&Fin,63.45,Placed,228709
150,M,63.05,Others,49.91,Central,Science,50,Comm&Mgmt,Yes,98,Mkt&Fin,60.97,Placed,276446
122,M,86.49,Others,89.9,Others,Arts,90.21,Comm&Mgmt,Yes,71.28,Mkt&Fin,70.25,Placed,200000
10,M,89.4,Others,59.21,Others,Science,77.73,Comm&Mgmt,Yes,73.51,Mkt&Fin,62.27,Placed,
82,F,78.09,Central,63.6,Central,Commerce,83.26,Sci&Tech,No,62.27,Mkt&Fin,55.98,Placed,200000
215,M,68.47,Central,40.03,Central,Science,51.86,Comm&Mgmt,No,57.14,Mkt&Fin,51.21,Placed,248010
20,M,85.15,Central,74.09,Central,Science,87.12,Sci&Tech,No,72.35,Mkt&Fin,55.02,Placed,267119
215,M,89.4,Others,67.23,Others,Commerce,79.86,Comm&Mgmt,No,76.45,Mkt&Fin,67.78,Placed,229215
154,F,81.51,Central,43.89,Others,Science,68.52,Comm&Mgmt,Yes,53.6,Mkt&Fin,57.6,Not Placed,264283
163,M,55.53,Central,37,Others,Commerce,70.18,Comm&Mgmt,Yes,70.98,Mkt&HR,54.85,Placed,276071
94,F,80.48,Central,54.81,Others,Commerce,84.27,Comm&Mgmt,No,50,Mkt&Fin,54.43,Not Placed,252710
132,M,71.4,Central,69.34,Others,Commerce,71.7,Comm&Mgmt,Yes,65.08,Mkt&HR,66.22,Placed,
74,M,48.88,Central,52.44,Others,Science,83.11,Comm&Mgmt,No,79.62,Mkt&HR,51.21,Not Placed,
215,M,81.25,Central,57.59,Others,Science,70.62,Comm&Mgmt,No,83.2,Mkt&Fin,71.46,Placed,236421
215,M,64.51,Central,37.05,Others,Commerce,74.21,Comm&Mgmt,No,53.44,Mkt&Fin,51.79,Placed,256892
144,M,89.4,Central,59.25,Others,Science,65.77,Comm&Mgmt,No,61.84,Mkt&Fin,54.87,Placed,200000
93,F,48.87,Central,45.69,Others,Commerce,50,Comm&Mgmt,No,54.53,Mkt&HR,57.65,Not Placed,297563
204,M,56.71,Central,53.5,Others,Science,75.6,Comm&Mgmt,No,72.62,Mkt&Fin,53.64,Placed,257420
215,M,56.21,Central,38.52,Others,Commerce,50,Comm&Mgmt,No,86.82,Mkt&Fin,65.65,Not Placed,300030
215,M,77.8,Others,69.17,Others,Science,57.44,Comm&Mgmt,No,62.79,Mkt&Fin,51.21,Not Placed,200000
215,M,85.4,Central,57.29,Others,Commerce,78.08,Comm&Mgmt,No,64.35,Mkt&HR,73.53,Placed,292067
186,M,66.74,Central,37,Others,Science,72.69,Comm&Mgmt,No,57.38,Mkt&HR,54.61,Placed,290618
124,M,52.82,Others,37,Others,Commerce,61.6,Comm&Mgmt,No,79.67,Mkt&Fin,61.9,Not Placed,
159,M,68.56,Central,60.58,Central,Science,65.29,Comm&Mgmt,No,66.01,Mkt&Fin,54.17,Not Placed,200000
62,F,75.76,Central,37,Others,Commerce,50,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,
123,M,89.19,Central,77.4,Others,Commerce,63.15,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,267173
77,M,80.56,Others,39.71,Others,Commerce,64.24,Comm&Mgmt,No,83.94,Mkt&Fin,68.2,Placed,
64,M,89.4,Others,68.99,Others,Commerce,89.46,Comm&Mgmt,No,50,Mkt&Fin,71.22,Placed,
215,M,68.05,Central,38.37,Others,Commerce,50,Comm&Mgmt,No,59.48,Mkt&Fin,54.63,Placed,
170,M,48.58,Central,49.95,Others,Science,57.79,Comm&Mgmt,No,79.9,Mkt&Fin,51.21,Not Placed,392965
95,M,46.91,Others,37,Others,Commerce,79.33,Comm&Mgmt,No,70.54,Mkt&Fin,51.21,Placed,
126,F,81.03,Central,77.6,Others,Commerce,71.68,Sci&Tech,Yes,66.86,Mkt&Fin,59.09,Placed,266234
179,M,88.58,Central,39.26,Central,Arts,78.51,Comm&Mgmt,No,63.75,Mkt&Fin,69.85,Placed,
145,M,89.4,Others,47.51,Central,Science,50,Comm&Mgmt,No,84.56,Mkt&Fin,54.34,Placed,256594
160,M,89.4,Others,65.53,Central,Science,82.77,Comm&Mgmt,Yes,73.38,Mkt&Fin,68.07,Placed,200000
171,M,85.53,Others,55.52,Others,Arts,73,Comm&Mgmt,No,55.52,Mkt&Fin,68.97,Placed,
158,M,71.36,Central,43.09,Others,Commerce,75.52,Comm&Mgmt,No,59.45,Mkt&HR,54.63,Not Placed,257189
86,M,76.41,Central,55.25,Others,Commerce,63.62,Comm&Mgmt,No,80.07,Mkt&Fin,66.59,Placed,
96,M,62.89,Central,55.84,Others,Commerce,82.21,Comm&Mgmt,No,70.1,Mkt&Fin,53.66,Placed,200000
215,M,76.61,Others,49.25,Others,Commerce,75.48,Comm&Mgmt,No,90.27,Mkt&Fin,51.21,Not Placed,256379
98,M,58.44,Central,57.18,Central,Arts,84.9,Comm&Mgmt,No,50,Mkt&HR,56.4,Placed,245759
211,M,42.17,Central,53.33,Others,Commerce,54.7,Comm&Mgmt,No,67.11,Mkt&Fin,58.37,Placed,
154,F,75.48,Others,55.52,Central,Commerce,75.8,Others,No,77.17,Mkt&Fin,51.21,Placed,249961
107,M,78.09,Central,59.08,Others,Arts,90.66,Sci&Tech,Yes,61.66,Mkt&Fin,63.32,Placed,200000
215,M,75.72,Others,72.86,Others,Commerce,84.89,Comm&Mgmt,Yes,50,Mkt&HR,62.48,Placed,270313
137,M,60.55,Central,38.27,Others,Commerce,87.46,Comm&Mgmt,No,50,Mkt&HR,63.42,Placed,270567
149,M,87.81,Others,65.03,Others,Commerce,58.74,Comm&Mgmt,No,61.1,Mkt&HR,51.21,Not Placed,
215,M,88.23,Others,56.46,Others,Commerce,79.82,Comm&Mgmt,Yes,71.34,Mkt&Fin,77.89,Not Placed,202926
119,M,80.78,Central,81.52,Others,Commerce,91,Comm&Mgmt,No,77.23,Mkt&Fin,70.96,Not Placed,256600
34,F,73.92,Central,57.09,Central,Commerce,81.19,Sci&Tech,Yes,90.04,Mkt&Fin,51.21,Placed,267431
165,F,89.25,Central,77.25,Others,Commerce,85.48,Comm&Mgmt,Yes,76.72,Mkt&Fin,55.89,Placed,247610
1,M,74.04,Central,79.61,Others,Commerce,89.65,Comm&Mgmt,No,74.72,Mkt&Fin,53.86,Placed,
211,F,73.86,Others,61.77,Others,Science,78.47,Comm&Mgmt,No,64.31,Mkt&Fin,55.23,Placed,
30,M,78.19,Others,46.09,Others,Commerce,88.33,Sci&Tech,No,55.36,Mkt&Fin,55.55,Placed,254625
153,M,81.57,Central,58.56,Central,Commerce,76.59,Comm&Mgmt,No,50,Mkt&Fin,70.88,Placed,228126
78,F,78.59,Central,86.93,Others,Commerce,91,Comm&Mgmt,Yes,58.66,Mkt&HR,63.61,Not Placed,259420
188,M,75.19,Central,47.44,Others,Commerce,54.58,Comm&Mgmt,Yes,54.3,Mkt&Fin,53.93,Not Placed,200000
146,M,82.27,Others,69.04,Others,Science,76.75,Comm&Mgmt,Yes,50,Mkt&Fin,51.95,Placed,200000
1,M,89.4,Central,50.86,Others,Commerce,84.34,Comm&Mgmt,No,75.66,Mkt&Fin,76.16,Placed,224137
144,F,70.42,Others,37,Others,Science,58.31,Others,Yes,77.21,Mkt&Fin,61.54,Not Placed,285774
215,M,62.29,Central,37,Central,Commerce,51.71,Comm&Mgmt,No,58.78,Mkt&Fin,51.78,Not Placed,271714
129,M,78.69,Others,38.66,Central,Commerce,82.1,Others,No,78.45,Mkt&Fin,66.37,Not Placed,200000
176,F,89.4,Others,60.1,Others,Commerce,83.45,Sci&Tech,Yes,59.21,Mkt&Fin,69.56,Placed,220200
184,M,78.05,Central,46.89,Others,Commerce,59.13,Comm&Mgmt,No,52.64,Mkt&Fin,70.39,Not Placed,
163,M,82.61,Others,59.01,Central,Commerce,67.42,Comm&Mgmt,No,66.61,Mkt&Fin,75.27,Placed,200000
106,M,80.59,Others,42.49,Others,Commerce,80.76,Comm&Mgmt,Yes,55.19,Mkt&Fin,63.19,Not Placed,
148,F,85.61,Others,78.89,Others,Commerce,81.72,Comm&Mgmt,No,98,Mkt&Fin,74.66,Placed,264611
45,M,51.94,Central,58.71,Central,Science,80.12,Comm&Mgmt,No,51.49,Mkt&Fin,58.97,Placed,272927
58,M,60.08,Central,55.17,Others,Science,77.52,Comm&Mgmt,No,56.95,Mkt&Fin,51.21,Placed,
37,M,48.8,Central,41.72,Others,Commerce,75.29,Comm&Mgmt,No,75.32,Mkt&Fin,65.62,Placed,282005
137,M,84.55,Others,38.92,Others,Commerce,72.03,Comm&Mgmt,No,50,Mkt&Fin,65.76,Placed,
215,M,89.4,Central,74.55,Others,Commerce,80.75,Comm&Mgmt,Yes,72.98,Mkt&HR,64.59,Placed,249236
122,M,69.3,Others,59.76,Others,Commerce,74.63,Comm&Mgmt,No,62.79,Mkt&Fin,55.8,Not Placed,
2,F,69.93,Central,63.19,Central,Commerce,85.51,Sci&Tech,Yes,50,Mkt&Fin,70.73,Placed,294058
179,F,77.23,Central,51.37,Others,Commerce,56.3,Comm&Mgmt,No,94.66,Mkt&Fin,51.21,Placed,265754
142,F,58.65,Others,62.51,Others,Science,78.19,Comm&Mgmt,No,53.4,Mkt&Fin,59.93,Placed,240888
139,M,78.26,Others,58.16,Others,Science,65.57,Comm&Mgmt,Yes,55.32,Mkt&HR,51.21,Not Placed,282094
132,M,86.97,Others,47.73,Others,Commerce,50,Others,No,50,Mkt&Fin,60.54,Not Placed,
49,M,75.04,Others,63.92,Central,Commerce,78.09,Comm&Mgmt,No,79.84,Mkt&Fin,54.79,Placed,200000
215,F,69.51,Others,42.57,Others,Commerce,71.42,Comm&Mgmt,Yes,50,Mkt&Fin,57.06,Placed,
186,M,64.13,Others,37,Central,Science,50.06,Comm&Mgmt,No,60.78,Mkt&Fin,75.16,Placed,
129,M,57.37,Others,39.76,Others,Commerce,77.71,Comm&Mgmt,No,55.88,Mkt&Fin,58.91,Placed,214903
15,M,82.93,Central,74.93,Others,Science,73.41,Sci&Tech,Yes,77.61,Mkt&Fin,68.34,Placed,303104
215,M,85.15,Central,63.01,Others,Commerce,91,Comm&Mgmt,No,63.02,Mkt&Fin,57.84,Not Placed,200000
215,M,78.48,Others,53.21,Others,Commerce,73.98,Comm&Mgmt,Yes,57.65,Mkt&Fin,68.82,Placed,
215,F,89.4,Others,43.84,Central,Science,75.81,Comm&Mgmt,No,82.37,Mkt&Fin,70.6,Placed,200000
204,M,89.4,Others,59.64,Others,Science,81.42,Comm&Mgmt,No,54.19,Mkt&Fin,70.95,Placed,208801
193,M,73.02,Others,58.62,Others,Commerce,50.71,Comm&Mgmt,No,59.58,Mkt&Fin,74.95,Placed,271093
178,F,84.77,Others,65.13,Others,Science,77.45,Comm&Mgmt,Yes,76.28,Mkt&Fin,69.81,Not Placed,200000
47,M,70.62,Others,74.96,Central,Science,78.51,Comm&Mgmt,No,50,Mkt&Fin,73.88,Not Placed,470282
76,M,81.37,Others,75.65,Central,Arts,88.7,Comm&Mgmt,No,53.1,Mkt&Fin,77.89,Placed,205945
132,M,89.27,Others,52.15,Others,Science,85.86,Comm&Mgmt,No,84.73,Mkt&Fin,77.89,Placed,249981
1,M,89.29,Others,76.81,Central,Science,86.4,Comm&Mgmt,Yes,51.72,Mkt&Fin,60.62,Placed,
98,M,47.26,Central,57.3,Central,Science,60.79,Sci&Tech,No,76.57,Mkt&Fin,51.21,Placed,301438
203,F,89.4,Others,65.81,Central,Arts,81.1,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,200000
215,M,64.99,Others,57.36,Others,Science,64.74,Comm&Mgmt,No,67.91,Mkt&Fin,51.21,Placed,
42,M,71.04,Others,54.55,Central,Science,67.59,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,
112,F,86.54,Others,44.17,Others,Commerce,68.14,Comm&Mgmt,No,59.79,Mkt&HR,73.21,Not Placed,
150,M,76.58,Central,55.8,Others,Commerce,77.79,Comm&Mgmt,No,50,Mkt&Fin,75.79,Placed,
215,M,88.31,Others,64.72,Central,Science,91,Comm&Mgmt,No,61.13,Mkt&Fin,70.09,Placed,200000
69,M,89.4,Central,92.01,Others,Science,91,Comm&Mgmt,Yes,78.34,Mkt&Fin,62.15,Not Placed,200000
129,M,54.2,Others,54.17,Central,Commerce,75.99,Comm&Mgmt,Yes,51.83,Mkt&Fin,61.69,Placed,284643
215,F,71.57,Central,52.81,Central,Commerce,55.36,Comm&Mgmt,No,95.87,Mkt&Fin,66.16,Placed,298300
79,M,61.86,Central,56.14,Central,Commerce,91,Comm&Mgmt,No,79.74,Mkt&Fin,51.21,Placed,
162,M,61.34,Central,45.97,Central,Commerce,67.77,Comm&Mgmt,No,50,Mkt&HR,51.21,Not Placed,284154
16,M,46.21,Others,59.31,Others,Science,88.26,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,281759
146,M,85.35,Central,66.04,Others,Science,80.54,Comm&Mgmt,No,94.08,Mkt&Fin,68.45,Placed,270742
141,M,89.4,Others,97.7,Others,Commerce,88.57,Comm&Mgmt,No,51.4,Mkt&Fin,77.62,Placed,200000
84,M,74.63,Others,59.8,Others,Commerce,74.38,Comm&Mgmt,No,98,Mkt&Fin,53.63,Placed,
121,F,79.05,Central,57.32,Others,Commerce,80.41,Comm&Mgmt,No,51.58,Mkt&Fin,57.25,Placed,351760
185,F,76.52,Others,52.53,Others,Commerce,50,Sci&Tech,Yes,71.49,Mkt&Fin,68.18,Placed,286790
215,F,83.72,Others,40.59,Others,Commerce,77.18,Comm&Mgmt,No,50,Mkt&Fin,61.17,Not Placed,712788
131,M,68.08,Others,37,Others,Commerce,71.71,Comm&Mgmt,Yes,50,Mkt&HR,53.27,Placed,290712
108,M,72.92,Central,42.13,Others,Commerce,76.24,Comm&Mgmt,Yes,68.23,Mkt&HR,60.18,Placed,
27,M,72.27,Central,51.86,Central,Science,78.04,Others,No,62.85,Mkt&HR,51.53,Placed,
122,M,83.38,Central,46.87,Others,Commerce,79.11,Sci&Tech,No,50,Mkt&Fin,60.34,Placed,265402
215,F,67.95,Central,53.38,Central,Commerce,54.46,Comm&Mgmt,No,65.24,Mkt&Fin,58.94,Placed,250056
52,M,86.7,Central,53.1,Others,Commerce,80.44,Comm&Mgmt,No,50,Mkt&Fin,72.83,Placed,
28,M,61.92,Central,50.77,Others,Commerce,50.99,Comm&Mgmt,No,50,Mkt&Fin,51.69,Not Placed,
69,M,74.29,Central,37,Others,Commerce,60.37,Comm&Mgmt,No,80.67,Mkt&Fin,72.99,Placed,392124
158,M,72.36,Central,42.74,Others,Commerce,84.27,Comm&Mgmt,Yes,51.3,Mkt&Fin,61.1,Placed,385485
118,F,67.78,Others,60.55,Others,Commerce,52.28,Comm&Mgmt,No,50,Mkt&HR,52.12,Placed,
184,M,85.75,Central,59.94,Central,Commerce,66.63,Comm&Mgmt,Yes,67.45,Mkt&Fin,64.04,Not Placed,278229
215,M,77.79,Others,68.31,Others,Commerce,91,Comm&Mgmt,Yes,50,Mkt&Fin,61.43,Placed,230985
103,M,83.46,Central,60.12,Others,Commerce,86.92,Comm&Mgmt,Yes,93.66,Mkt&Fin,77.89,Placed,208832
149,F,52.44,Others,37,Central,Science,50,Sci&Tech,No,72.66,Mkt&Fin,52.07,Not Placed,
215,F,72.82,Central,47.81,Others,Commerce,55.34,Comm&Mgmt,Yes,98,Mkt&Fin,58.48,Not Placed,200000
125,M,89.4,Central,47.74,Others,Commerce,91,Comm&Mgmt,No,62.08,Mkt&Fin,72.21,Placed,274465
215,M,89.4,Central,39.23,Others,Science,80.92,Comm&Mgmt,No,50,Mkt&Fin,71.59,Placed,297027
168,M,88.49,Central,64.68,Central,Science,82.14,Comm&Mgmt,No,58.5,Mkt&Fin,55.81,Placed,200000
146,M,72.34,Central,37,Others,Commerce,52.23,Comm&Mgmt,No,65.24,Mkt&HR,53.53,Placed,
117,M,71.55,Others,66.53,Central,Arts,84.17,Comm&Mgmt,Yes,74.35,Mkt&HR,69.84,Placed,231408
167,F,89.4,Others,62.77,Others,Science,71.53,Comm&Mgmt,No,70.53,Mkt&Fin,58.62,Placed,200000
14,F,74.48,Central,37,Others,Science,74.2,Comm&Mgmt,No,50,Mkt&Fin,64.28,Placed,272293
96,M,63.93,Central,37,Central,Science,58.4,Comm&Mgmt,No,51.19,Mkt&Fin,67.55,Not Placed,
215,M,83.1,Central,57.28,Central,Commerce,70.65,Comm&Mgmt,No,65.69,Mkt&Fin,58.16,Not Placed,
135,M,50.02,Central,37,Central,Commerce,76.95,Comm&Mgmt,No,50,Mkt&Fin,63.8,Placed,309972
25,F,79.5,Central,48.96,Others,Commerce,62.69,Comm&Mgmt,No,55.57,Mkt&Fin,59.08,Placed,
177,M,89.4,Central,58.03,Central,Commerce,78.08,Comm&Mgmt,No,63.28,Mkt&Fin,55.2,Placed,
133,M,49.01,Central,37.92,Central,Commerce,61.57,Comm&Mgmt,No,50,Mkt&Fin,64.93,Placed,
215,M,40.89,Central,37,Others,Commerce,52.54,Comm&Mgmt,No,64.71,Mkt&Fin,51.21,Placed,227522
149,M,89.4,Others,75.4,Others,Science,87.9,Sci&Tech,No,50,Mkt&Fin,63.24,Placed,200000
1,M,74.48,Central,37,Others,Science,70.41,Comm&Mgmt,No,98,Mkt&Fin,69.65,Not Placed,264224
215,M,83.11,Others,37,Central,Commerce,79.94,Comm&Mgmt,No,50,Mkt&HR,66.6,Placed,267384
90,M,89.4,Central,62.9,Others,Science,91,Comm&Mgmt,No,58.81,Mkt&Fin,61.56,Placed,260674
1,M,77.55,Central,66.46,Others,Commerce,91,Comm&Mgmt,Yes,62.51,Mkt&Fin,62.19,Placed,274027
130,M,89.4,Others,62.77,Others,Science,83.93,Comm&Mgmt,No,50.24,Mkt&Fin,77.89,Placed,216742
215,M,79.41,Others,43.94,Others,Science,60.16,Sci&Tech,No,50,Mkt&Fin,57.59,Not Placed,266033
147,M,89.4,Central,48.07,Others,Science,85.75,Comm&Mgmt,No,50,Mkt&Fin,63.28,Placed,211034
161,M,81,Central,52.13,Central,Science,50,Comm&Mgmt,No,64.72,Mkt&HR,73.91,Placed,
185,M,85.06,Central,85.27,Central,Science,76.8,Comm&Mgmt,Yes,73.28,Mkt&Fin,60.41,Placed,232999
136,M,89.4,Others,88.91,Others,Science,87.19,Comm&Mgmt,Yes,60.58,Mkt&Fin,60.06,Placed,368559
126,M,76.02,Central,72.69,Central,Science,71.96,Comm&Mgmt,Yes,67.74,Mkt&Fin,61.19,Placed,
94,F,75.14,Others,70.63,Others,Commerce,91,Comm&Mgmt,No,72.53,Mkt&Fin,62.4,Placed,206055
215,F,71.75,Central,67.75,Others,Science,82.52,Comm&Mgmt,Yes,76.17,Mkt&Fin,74.39,Placed,207271
44,M,75.47,Central,43.99,Central,Commerce,79.19,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,298698
215,M,89.4,Central,77.18,Others,Science,82.49,Comm&Mgmt,No,50,Mkt&Fin,60.92,Not Placed,263711
183,M,89.4,Central,61.5,Central,Science,82.46,Comm&Mgmt,No,50,Mkt&Fin,63.81,Placed,
147,F,75.97,Others,81.7,Others,Commerce,89.29,Comm&Mgmt,Yes,60.24,Mkt&HR,64.82,Placed,
148,M,73.29,Central,50.31,Others,Commerce,64.88,Sci&Tech,Yes,61.06,Mkt&HR,51.21,Placed,
143,F,89.4,Others,57.29,Others,Commerce,69.45,Comm&Mgmt,No,50,Mkt&Fin,73.74,Not Placed,
33,M,63.68,Others,92.36,Central,Commerce,91,Comm&Mgmt,No,75.1,Mkt&Fin,76.08,Placed,256443
176,M,74.51,Others,57.24,Others,Commerce,72.98,Comm&Mgmt,Yes,98,Mkt&Fin,64.48,Placed,261284
215,F,89.4,Others,56.71,Others,Commerce,80.47,Comm&Mgmt,Yes,65.93,Mkt&HR,75.86,Placed,200000
178,M,85.68,Central,71.08,Central,Science,74.63,Comm&Mgmt,No,63.55,Mkt&Fin,54.93,Not Placed,
186,M,89.4,Central,60.69,Others,Commerce,69.11,Comm&Mgmt,No,68.21,Mkt&Fin,56.44,Placed,200000
93,F,89.4,Central,60.17,Others,Commerce,78.35,Sci&Tech,Yes,78.31,Mkt&HR,75.76,Placed,200000
215,M,82.03,Others,46.88,Others,Commerce,65.96,Comm&Mgmt,No,68.71,Mkt&Fin,56.48,Placed,
215,F,52.1,Others,37,Central,Commerce,59.38,Comm&Mgmt,No,60.92,Mkt&Fin,61.56,Placed,265444
215,M,77.23,Central,49.29,Central,Science,73.13,Comm&Mgmt,No,50,Mkt&Fin,60.97,Placed,200329
215,M,89.4,Others,64.09,Others,Science,91,Comm&Mgmt,No,73.77,Mkt&Fin,64.72,Placed,248166
28,F,54.45,Central,64.54,Central,Commerce,77.47,Sci&Tech,No,74.54,Mkt&Fin,76.1,Placed,313644
95,F,89.4,Others,55.27,Others,Commerce,88.69,Comm&Mgmt,Yes,50,Mkt&Fin,73.25,Placed,
215,M,87.38,Central,45.41,Others,Science,70.43,Comm&Mgmt,No,64.71,Mkt&Fin,62.52,Not Placed,200000
30,M,65.59,Central,37,Others,Commerce,74.19,Comm&Mgmt,No,60.74,Mkt&Fin,51.21,Placed,272501
215,F,60.72,Central,42.95,Central,Commerce,78.32,Comm&Mgmt,No,74.8,Mkt&HR,68,Placed,266300
120,F,89.4,Others,70.34,Others,Science,74.51,Comm&Mgmt,Yes,98,Mkt&Fin,53.9,Placed,200000
115,M,81.12,Others,37,Central,Arts,51.57,Comm&Mgmt,Yes,98,Mkt&HR,65.93,Not Placed,284783
215,M,84.13,Central,67.38,Others,Commerce,72.54,Comm&Mgmt,No,58.08,Mkt&HR,58.47,Placed,200553
215,M,89.4,Others,74.45,Others,Commerce,84.88,Comm&Mgmt,Yes,50.41,Mkt&Fin,71.65,Placed,220001
1,M,73.34,Central,37,Others,Commerce,85.7,Comm&Mgmt,No,53.9,Mkt&Fin,51.21,Not Placed,256305
68,M,89.4,Central,46.92,Central,Commerce,68.94,Comm&Mgmt,Yes,57.94,Mkt&Fin,74.01,Placed,
180,M,61.75,Central,58.93,Others,Arts,54.19,Comm&Mgmt,No,68.91,Mkt&HR,51.21,Placed,223299
130,M,65.08,Central,50.28,Central,Arts,66.49,Comm&Mgmt,No,63.4,Mkt&Fin,51.21,Placed,283176
143,M,88.65,Others,65.68,Others,Commerce,87.76,Comm&Mgmt,Yes,53.58,Mkt&HR,77.89,Not Placed,
152,F,89.4,Central,58.96,Others,Commerce,91,Comm&Mgmt,No,50,Mkt&Fin,66.59,Placed,208075
1,F,81.51,Central,66.15,Central,Commerce,82.08,Comm&Mgmt,No,98,Mkt&Fin,62.45,Placed,267105
163,F,87.66,Central,52.21,Central,Science,79.25,Comm&Mgmt,Yes,58.4,Mkt&Fin,58.52,Placed,284250
215,F,89.4,Others,85.1,Others,Commerce,87.38,Comm&Mgmt,Yes,60.46,Mkt&Fin,71.52,Placed,200000
1,M,77.69,Central,37,Central,Commerce,53.8,Comm&Mgmt,Yes,50,Mkt&Fin,60.83,Not Placed,
158,M,78.11,Others,57.99,Central,Science,68.86,Comm&Mgmt,No,90.95,Mkt&Fin,68.38,Placed,
129,M,83.71,Central,68.29,Others,Science,88.67,Comm&Mgmt,No,50.3,Mkt&HR,73.33,Placed,200000
31,M,79.76,Central,72.06,Others,Science,79.45,Comm&Mgmt,Yes,78.28,Mkt&Fin,76.92,Not Placed,268670
198,M,52.29,Central,41.06,Others,Science,82.64,Comm&Mgmt,No,52,Mkt&HR,58.91,Placed,285212
84,M,62.25,Others,48.91,Others,Science,78.73,Others,No,54.19,Mkt&HR,51.21,Placed,
1,M,40.89,Others,48.98,Others,Commerce,91,Comm&Mgmt,No,56.18,Mkt&Fin,56.64,Not Placed,213745
114,F,72.49,Others,37,Others,Commerce,55.99,Others,No,98,Mkt&Fin,70.48,Placed,262221
154,M,89.4,Central,75.68,Others,Commerce,90.26,Comm&Mgmt,No,67.63,Mkt&Fin,54.68,Placed,255568
134,M,80.4,Central,42.98,Others,Commerce,64.58,Comm&Mgmt,No,50,Mkt&Fin,59.37,Placed,297421
174,M,76.19,Others,56.22,Others,Science,64.13,Comm&Mgmt,No,50.99,Mkt&Fin,63.78,Placed,269917
74,M,84.62,Others,61.35,Others,Science,91,Comm&Mgmt,Yes,75.4,Mkt&Fin,56.61,Placed,226684
199,M,83.87,Central,56.99,Others,Science,91,Sci&Tech,No,55.3,Mkt&Fin,64.64,Placed,229940
182,F,69.4,Central,37,Central,Science,66.97,Comm&Mgmt,No,67.63,Mkt&HR,65.26,Placed,286195
190,M,89.4,Others,41.66,Others,Commerce,85.25,Comm&Mgmt,Yes,52.18,Mkt&HR,75.15,Placed,204492
99,M,88.44,Central,50.57,Others,Commerce,66.8,Sci&Tech,Yes,50,Mkt&Fin,60.44,Placed,290470
215,M,48.15,Central,38.2,Others,Commerce,76.55,Sci&Tech,Yes,62.96,Mkt&HR,58.5,Placed,
103,M,53.68,Others,64.73,Central,Science,75.7,Comm&Mgmt,No,50,Mkt&Fin,54.33,Not Placed,
215,F,53.01,Others,50.16,Others,Arts,82.66,Others,No,98,Mkt&Fin,51.21,Placed,270573
96,F,67.31,Others,39.44,Others,Commerce,91,Comm&Mgmt,No,51.66,Mkt&Fin,71.24,Placed,200000
1,M,74.71,Central,48.04,Others,Arts,77.19,Comm&Mgmt,No,50,Mkt&HR,62.19,Placed,438638
205,F,76.1,Central,61.12,Others,Commerce,60.25,Sci&Tech,No,88.02,Mkt&HR,51.21,Not Placed,
162,M,84.05,Others,61.55,Others,Commerce,82.87,Comm&Mgmt,No,67.97,Mkt&Fin,68.7,Placed,258316
179,F,62.69,Central,54.77,Central,Commerce,79.68,Comm&Mgmt,No,50,Mkt&Fin,51.21,Not Placed,203594
215,M,85.48,Others,37,Others,Science,76.64,Comm&Mgmt,No,50,Mkt&Fin,55.21,Placed,296497
215,M,89.4,Central,56.53,Others,Commerce,56.95,Sci&Tech,No,92.33,Mkt&Fin,53.13,Placed,
